,Brand,no_of_rear_camera,rear_camera_1_pixels,rear_camera_2_pixels,rear_camera_3_pixels,rear_camera_4_pixels,rear_camera_5_pixels,no_of_front_camera,front_camera_1_pixels,front_camera_2_pixels,Release_year,Screen-size,operationg_system,Internal_storage(GB),WiFi,Bluetooth,Battery(mah),RAM,Touchscreen,Form-factor,Processor,GPS,Resolution,Accelerometer,Proximity_sensor,Ambient_light_sensor,Expandable_storage,Rear_flash,Proceesor_make,Height,Breadth,Width,Price_in_India,Weight,Compass/magnetometer,Headphones,Gyroscope,Expandable_storage_type,4G_or_3G,Simtype,GSM/CDMA,Expandable_storage(GB)
4170,Xolo,1,8.0,,,,,1,5.0,,2017.0,5.0,Android,16.0,Yes,Yes,2500.0,2048.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,,,,,6888.0,,No,Yes,No,microSD,4G,Micro-SIM,GSM,32.0
4171,Xolo,1,8.0,,,,,1,5.0,,2017.0,5.0,Android,16.0,Yes,Yes,2500.0,2048.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,,,,,4990.0,,No,Yes,No,microSD,4G,Micro-SIM,GSM,32.0
4172,Zopo,1,13.0,,,,,1,16.0,,2017.0,5.5,Android,64.0,Yes,Yes,5000.0,4096.0,Yes,Touchscreen,octa-core,Yes,720.0,No,Yes,Yes,Yes,Dual LED,MediaTek Helio,,,,,,Yes,Yes,Yes,microSD,4G,Nano-SIM,GSM,32.0
4173,Intex,1,2.0,,,,,1,,,2014.0,3.5,Android,0.1015625,Yes,Yes,1300.0,256.0,Yes,Touchscreen,one-core,No,320.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,116.8,60.8,10.6,3600.0,112.0,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4174,Intex,1,2.0,,,,,1,,,2014.0,3.5,Android,0.015625,Yes,Yes,1300.0,256.0,Yes,Touchscreen,dual-core,Yes,320.0,Yes,Yes,Yes,Yes,LED,MediaTek,118.0,62.0,10.55,2999.0,105.0,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4175,Infinix,3,48.0,2.0,2.0,,,1,13.0,,2020.0,6.6,Android,64.0,Yes,Yes,5000.0,4096.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,,,,10999.0,,Yes,Yes,Yes,microSD,4G,Nano-SIM,GSM,256.0
4176,Panasonic,1,8.0,,,,,1,5.0,,2015.0,5.0,Android,8.0,Yes,Yes,2000.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,Qualcomm Snapdragon,,,,5800.0,,No,Yes,Yes,microSD,4G,Regular,GSM,32.0
4177,Micromax,1,13.0,,,,,1,5.0,,2015.0,5.0,Android,16.0,Yes,Yes,2100.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,,,,5499.0,,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,32.0
4178,ZTE,1,13.0,,,,,1,8.0,,2015.0,5.0,Android,8.0,Yes,Yes,2400.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,No,Yes,Yes,Yes,Yes,MediaTek,142.0,70.4,8.9,,129.0,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,32.0
4179,Huawei,1,5.0,,,,,1,2.0,,2016.0,4.5,Android,8.0,Yes,Yes,2100.0,1024.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,MediaTek,134.1,66.7,9.9,,150.0,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,
4180,Xiaomi,1,12.0,,,,,1,16.0,,2017.0,5.5,Android,64.0,Yes,Yes,3500.0,6144.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,No,Dual LED,Qualcomm Snapdragon,152.6,73.95,7.6,,163.0,No,,Yes,,4G,Nano-SIM,GSM,
4181,iBall,1,8.0,,,,,1,,,2015.0,5.0,Android,8.0,Yes,Yes,2100.0,1024.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,Yes,No,Yes,Yes,,,,,5899.0,,Yes,Yes,No,microSD,4G,Regular,GSM,32.0
4182,Huawei,3,48.0,8.0,2.0,,,1,16.0,,2019.0,6.3,Android,64.0,Yes,Yes,4000.0,6144.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Yes,HiSilicon Kirin,157.4,73.2,7.75,,163.0,Yes,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4183,Honor,2,13.0,2.0,,,,1,8.0,,2020.0,6.3,Android,64.0,Yes,Yes,5000.0,4096.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,159.07,74.06,9.04,,185.0,Yes,Yes,,microSD,4G,Nano-SIM,GSM,512.0
4184,Intex,1,,,,,,1,,,2015.0,4.0,Android,2.0,Yes,Yes,1400.0,256.0,Yes,Touchscreen,one-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,124.0,63.5,9.5,3850.0,110.0,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4185,Vivo,3,50.0,8.0,2.0,,,1,32.0,,2022.0,6.56,Android,256.0,Yes,Yes,4500.0,12288.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,MediaTek Dimensity,158.9,73.52,8.55,,188.0,Yes,,Yes,,4G,Nano-SIM,GSM,
4186,Samsung,4,64.0,12.0,5.0,5.0,,1,32.0,,2020.0,6.7,Android,128.0,Yes,Yes,4500.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Yes,,162.5,75.5,8.1,,185.0,Yes,Yes,Yes,microSD,4G,Nano-SIM,GSM,1000.0
4187,Xiaomi,1,13.0,,,,,1,5.0,,2016.0,5.0,Android,32.0,Yes,Yes,4100.0,2048.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,Qualcomm Snapdragon,139.7,69.7,8.5,,146.0,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,128.0
4188,Motorola,4,48.0,8.0,2.0,2.0,,1,13.0,,2021.0,6.5,Android,64.0,Yes,Yes,5000.0,4096.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,Unisoc,165.22,75.73,9.14,,200.0,,Yes,Yes,microSD,4G,Nano-SIM,GSM,1000.0
4189,Samsung,1,5.0,,,,,1,,,2016.0,4.0,Tizen,8.0,Yes,Yes,1500.0,1024.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,No,No,Yes,LED,,121.5,63.0,10.8,4790.0,,No,Yes,No,microSD,4G,,GSM,128.0
4190,Blu,1,16.0,,,,,1,8.0,,2016.0,5.2,Android,16.0,Yes,Yes,3000.0,2048.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,LED,Qualcomm Snapdragon,148.0,72.4,9.5,,,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,64.0
4191,Intex,1,2.0,,,,,1,,,2014.0,3.5,Android,0.015625,Yes,Yes,1400.0,256.0,Yes,Touchscreen,dual-core,Yes,320.0,Yes,Yes,Yes,Yes,LED,MediaTek,116.6,61.8,10.9,2800.0,100.0,No,Yes,No,microSD,E,Regular,GSM,32.0
4192,Meizu,4,64.0,8.0,32.0,3.0,,1,20.0,,2020.0,6.6,Android,128.0,Yes,Yes,4500.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.0,77.2,8.5,,219.0,Yes,,Yes,,4G,Nano-SIM,GSM,
4193,Intex,1,13.0,,,,,1,5.0,,2015.0,5.0,Android,16.0,Yes,Yes,2300.0,2048.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,,,,7499.0,136.5,No,Yes,Yes,microSD,4G,,GSM,32.0
4194,Intex,1,13.0,,,,,1,5.0,,2015.0,5.0,Android,16.0,Yes,Yes,2300.0,2048.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,,,,9990.0,136.5,No,Yes,Yes,microSD,4G,,GSM,32.0
4195,Sony,3,12.0,12.0,12.0,,,1,8.0,,2019.0,6.5,Android,,Yes,Yes,3300.0,6144.0,Yes,Touchscreen,octa-core,Yes,1644.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,167.0,72.0,8.2,,178.0,Yes,,Yes,microSD,4G,Nano-SIM,GSM,512.0
4196,ZTE,1,16.0,,,,,1,13.0,,2015.0,6.0,Android,32.0,Yes,Yes,4140.0,3072.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,160.0,80.0,7.5,,,Yes,Yes,Yes,microSD,4G,Nano-SIM,GSM,128.0
4197,Samsung,1,5.0,,,,,1,,,2016.0,4.0,Tizen,8.0,Yes,Yes,1500.0,1024.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,No,No,Yes,LED,,121.5,63.0,10.8,4790.0,,No,Yes,No,microSD,4G,,GSM,128.0
4198,Xiaomi,1,13.0,,,,,1,5.0,,2016.0,5.0,Android,64.0,Yes,Yes,3260.0,3072.0,Yes,Touchscreen,hexa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,139.26,70.76,7.8,,133.0,No,Yes,Yes,microSD,4G,,GSM,
4199,Motorola,3,50.0,50.0,2.0,,,1,60.0,,2021.0,6.8,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,163.56,75.95,8.49,,194.0,Yes,,Yes,,4G,Nano-SIM,GSM,
4200,Spice,1,,,,,,1,,,2015.0,4.0,Android,4.0,Yes,Yes,1450.0,512.0,Yes,Touchscreen,one-core,Yes,480.0,Yes,Yes,No,Yes,LED,,124.0,63.2,10.8,3500.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4201,Archos,1,5.0,,,,,1,,,2015.0,5.0,Android,8.0,Yes,Yes,2500.0,1024.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,Yes,No,Yes,LED,MediaTek,146.0,73.5,9.1,,180.0,Yes,Yes,No,microSD,4G,Micro-SIM,GSM,64.0
4202,Xiaomi,1,12.0,,,,,1,4.0,,2016.0,5.15,Android,64.0,Yes,Yes,3200.0,3072.0,Yes,Touchscreen,quad-core,Yes,1080.0,Yes,Yes,Yes,No,Dual LED,Qualcomm Snapdragon,145.6,70.3,8.25,,145.0,Yes,Yes,Yes,,4G,Nano-SIM,GSM,
4203,Lava,1,8.0,,,,,1,5.0,,2014.0,5.0,Android,8.0,Yes,Yes,2100.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,No,Yes,Dual LED,,,,,9000.0,,No,Yes,No,microSD,3G,Regular,GSM,32.0
4204,Micromax,1,5.0,,,,,1,,,2014.0,4.0,Android,4.0,Yes,Yes,1750.0,512.0,Yes,Touchscreen,quad-core,No,480.0,Yes,Yes,No,Yes,LED,,,,,2750.0,,No,Yes,No,microSD,3G,Regular,GSM,32.0
4205,Lava,1,8.0,,,,,1,5.0,,2014.0,5.0,Android,8.0,Yes,Yes,2100.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,No,Yes,Dual LED,,,,,8400.0,,No,Yes,No,microSD,3G,Regular,GSM,32.0
4206,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,16999.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4207,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,16499.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4208,Neffos,1,16.0,,,,,1,5.0,,2016.0,5.5,Android,16.0,Yes,Yes,3045.0,2048.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,MediaTek,152.0,76.0,8.9,,147.0,No,Yes,No,microSD,4G,Regular,GSM,32.0
4209,Huawei,3,40.0,16.0,8.0,,,1,24.0,,2019.0,6.62,Android,128.0,Yes,Yes,4200.0,6144.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Yes,HiSilicon Kirin,160.8,76.1,8.4,,196.0,Yes,,Yes,,4G,Nano-SIM,GSM,128.0
4210,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,15822.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4211,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,16599.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4212,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,14999.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4213,OnePlus,4,48.0,16.0,5.0,2.0,,1,16.0,,2020.0,6.55,Android,256.0,Yes,Yes,4500.0,12288.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,No,Yes,Qualcomm Snapdragon,160.7,74.1,8.4,44500.0,188.0,Yes,,Yes,,4G,Nano-SIM,GSM,
4214,Xiaomi,3,50.0,13.0,5.0,,,1,,,2022.0,6.28,Android,512.0,Yes,Yes,4500.0,12288.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,152.7,69.9,8.16,,182.0,Yes,,Yes,,4G,Nano-SIM,GSM,
4215,ZTE,1,13.0,,,,,1,5.0,,2015.0,5.5,Android,16.0,Yes,Yes,3000.0,2048.0,Yes,Touchscreen,octa-core,Yes,1080.0,No,Yes,Yes,Yes,Yes,Qualcomm Snapdragon,155.3,77.2,8.55,,160.0,No,Yes,Yes,microSD,4G,Regular,GSM,128.0
4216,Xolo,1,13.0,,,,,1,13.0,,2017.0,5.0,Android,16.0,Yes,Yes,3000.0,3072.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,,,,8499.0,,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,32.0
4217,Xolo,1,5.0,,,,,1,,,2015.0,4.0,Android,4.0,Yes,Yes,1820.0,512.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,MediaTek,123.0,63.8,9.7,5937.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4218,ZTE,1,13.0,,,,,1,5.0,,2017.0,5.0,Android,16.0,Yes,Yes,2500.0,3072.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,Qualcomm Snapdragon,145.0,70.7,7.9,,132.0,No,Yes,No,microSD,4G,Micro-SIM,GSM,128.0
4219,iQOO,3,50.0,2.0,2.0,,,1,16.0,,2022.0,6.44,Android,128.0,Yes,Yes,5000.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,Qualcomm Snapdragon,160.8,73.79,8.42,14335.0,182.0,Yes,Yes,,,4G,Nano-SIM,GSM,
4220,Meizu,1,13.0,,,,,1,5.0,,2016.0,5.5,Android,16.0,Yes,Yes,4000.0,3072.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,MediaTek Helio,153.6,75.8,8.15,5490.0,175.0,No,Yes,No,microSD,4G,,,128.0
4221,Meizu,1,13.0,,,,,1,5.0,,2016.0,5.5,Android,16.0,Yes,Yes,4000.0,3072.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,MediaTek Helio,153.6,75.8,8.15,5690.0,175.0,No,Yes,No,microSD,4G,,,128.0
4222,Swipe,1,2.0,,,,,1,,,2014.0,4.0,Android,0.25,Yes,Yes,1500.0,512.0,Yes,Touchscreen,dual-core,No,480.0,No,No,No,Yes,LED,,126.0,63.0,9.4,2599.0,120.0,No,Yes,No,microSD,E,Regular,GSM,32.0
4223,Poco,3,64.0,8.0,2.0,,,1,20.0,,2022.0,6.67,Android,128.0,Yes,Yes,4700.0,8192.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,,Qualcomm Snapdragon,162.5,76.7,8.5,,210.0,,,Yes,,4G,Nano-SIM,GSM,
4224,Vivo,1,16.0,,,,,1,8.0,,2016.0,5.43,Android,128.0,Yes,Yes,3600.0,4096.0,Yes,Touchscreen,octa-core,Yes,1440.0,Yes,Yes,Yes,No,Dual LED,Qualcomm Snapdragon,153.5,76.2,7.59,,167.8,No,Yes,Yes,,4G,Regular,GSM,
4225,Zen,1,5.0,,,,,1,2.0,,2015.0,5.5,Android,8.0,Yes,Yes,2900.0,1024.0,Yes,Touchscreen,quad-core,Yes,540.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,157.0,80.0,9.4,4199.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4226,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.52,Android,64.0,Yes,Yes,6000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,9.52,7699.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4227,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.52,Android,64.0,Yes,Yes,6000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,9.52,8099.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4228,Vivo,3,16.0,8.0,2.0,,,1,16.0,,2019.0,6.53,Android,128.0,Yes,Yes,5000.0,6144.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,,Yes,MediaTek Helio,162.15,76.47,8.89,,193.0,,Yes,,,4G,Nano-SIM,GSM,
4229,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.52,Android,64.0,Yes,Yes,6000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,9.52,8489.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4230,HTC,1,13.0,,,,,1,13.0,,2014.0,5.2,Android,16.0,Yes,Yes,2400.0,2048.0,Yes,Touchscreen,quad-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,151.7,73.8,8.5,5999.0,154.0,Yes,Yes,Yes,microSD,,,,128.0
4231,Celkon,1,5.0,,,,,1,,,2015.0,4.5,Android,16.0,Yes,Yes,1500.0,2048.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,No,No,Yes,LED,,133.5,66.5,10.1,6358.0,134.0,Yes,Yes,No,microSD,3G,Regular,GSM,32.0
4232,HTC,1,13.0,,,,,1,13.0,,2014.0,5.2,Android,16.0,Yes,Yes,2400.0,2048.0,Yes,Touchscreen,quad-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,151.7,73.8,8.5,10990.0,154.0,Yes,Yes,Yes,microSD,,,,128.0
4233,Micromax,1,13.0,,,,,1,5.0,,2016.0,5.5,Android,16.0,Yes,Yes,3000.0,4096.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,,,,7499.0,,No,Yes,No,,4G,Micro-SIM,GSM,
4234,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.52,Android,64.0,Yes,Yes,6000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,9.52,9999.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4235,Philips,1,8.0,,,,,1,2.0,,2014.0,5.0,Android,8.0,Yes,Yes,2040.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,143.7,71.1,9.65,,170.0,Yes,Yes,No,microSD,3G,Regular,GSM,32.0
4236,Lenovo,1,21.0,,,,,1,8.0,,2015.0,5.5,Android,32.0,Yes,Yes,3500.0,3072.0,Yes,Touchscreen,hexa-core,Yes,1080.0,Yes,Yes,Yes,Yes,LED,Qualcomm Snapdragon,154.0,76.5,9.3,25623.0,,No,Yes,Yes,microSD,4G,Nano-SIM,GSM,128.0
4237,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.56,Android,32.0,Yes,Yes,5000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,8.85,9299.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4238,Intex,1,8.0,,,,,1,2.0,,2015.0,4.0,Android,4.0,Yes,Yes,1400.0,512.0,Yes,Touchscreen,quad-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,125.8,63.4,9.8,4499.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4239,HTC,1,13.0,,,,,1,13.0,,2014.0,5.2,Android,16.0,Yes,Yes,2400.0,2048.0,Yes,Touchscreen,quad-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,151.7,73.8,8.5,40143.0,154.0,Yes,Yes,Yes,microSD,,,,128.0
4240,Huawei,3,48.0,8.0,2.0,,,1,16.0,,2019.0,6.3,Android,128.0,Yes,Yes,4000.0,4096.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Yes,HiSilicon Kirin,157.4,73.2,7.75,,163.0,Yes,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4241,Tecno,2,16.0,,,,,1,8.0,,2021.0,6.52,Android,64.0,Yes,Yes,6000.0,3072.0,Yes,Touchscreen,octa-core,Yes,720.0,Yes,Yes,Yes,Yes,Yes,MediaTek Helio,164.82,76.05,9.52,8498.0,,,Yes,,microSD,4G,Nano-SIM,GSM,256.0
4242,Lava,1,5.0,,,,,1,,,2016.0,4.5,Android,4.0,Yes,Yes,1750.0,512.0,Yes,Touchscreen,quad-core,No,480.0,Yes,Yes,Yes,Yes,LED,,134.0,66.0,9.3,4199.0,140.0,No,,No,microSD,3G,,GSM,32.0
4243,Lava,1,5.0,,,,,1,,,2016.0,4.5,Android,4.0,Yes,Yes,1750.0,512.0,Yes,Touchscreen,quad-core,No,480.0,Yes,Yes,Yes,Yes,LED,,134.0,66.0,9.3,4199.0,140.0,No,,No,microSD,3G,,GSM,32.0
4244,Honor,2,16.0,2.0,,,,1,16.0,,2018.0,6.3,Android,64.0,Yes,Yes,3750.0,4096.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,LED,HiSilicon Kirin,157.91,74.27,7.48,11999.0,176.0,Yes,,Yes,microSD,4G,Nano-SIM,GSM,256.0
4245,Maxx Mobile,1,,,,,,1,,,2014.0,4.0,Android,4.0,Yes,Yes,1450.0,512.0,Yes,Touchscreen,dual-core,Yes,480.0,Yes,Yes,No,Yes,LED,MediaTek,125.3,63.83,10.1,2299.0,109.3,No,Yes,No,microSD,3G,Regular,GSM,32.0
4246,Micromax,1,5.0,,,,,1,,,2014.0,5.0,Android,4.0,Yes,Yes,1800.0,512.0,Yes,Touchscreen,dual-core,Yes,480.0,Yes,Yes,Yes,Yes,Yes,MediaTek,,,,5999.0,,No,Yes,No,microSD,E,Regular,GSM,32.0
4247,Spice,1,8.0,,,,,1,,,2014.0,6.0,Android,4.0,Yes,Yes,2500.0,1024.0,Yes,Touchscreen,quad-core,Yes,540.0,Yes,Yes,No,Yes,LED,,149.4,74.9,9.3,7999.0,175.0,No,Yes,No,microSD,3G,Regular,GSM,32.0
4248,Xolo,1,8.0,,,,,1,13.0,,2017.0,5.0,Android,16.0,Yes,Yes,3000.0,2048.0,Yes,Bar,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,MediaTek,,,,5272.0,,No,Yes,Yes,microSD,4G,Micro-SIM,GSM,32.0
4249,Huawei,1,16.0,,,,,1,8.0,,2016.0,5.5,Android,32.0,Yes,Yes,3340.0,3072.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,Dual LED,Qualcomm Snapdragon,151.8,75.7,7.3,,160.0,Yes,,No,microSD,4G,Nano-SIM,GSM,128.0
4250,Intex,1,2.0,,,,,1,,,2014.0,3.5,Android,0.5,Yes,Yes,1200.0,256.0,Yes,Touchscreen,one-core,Yes,320.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,116.5,61.5,10.95,999.0,107.0,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4251,Intex,1,2.0,,,,,1,,,2015.0,4.0,Android,0.5,Yes,Yes,1400.0,256.0,Yes,Touchscreen,one-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,122.2,63.3,10.1,3890.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4252,Intex,1,2.0,,,,,1,,,2015.0,4.0,Android,0.5,Yes,Yes,1400.0,256.0,Yes,Touchscreen,one-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,Spreadtrum,122.2,63.3,10.1,2910.0,,No,Yes,Yes,microSD,3G,Regular,GSM,32.0
4253,Spice,1,5.0,,,,,1,,,2014.0,4.5,Android,4.0,Yes,Yes,1700.0,1024.0,No,,quad-core,Yes,480.0,Yes,Yes,Yes,Yes,LED,MediaTek,132.0,67.0,9.15,6999.0,138.0,Yes,Yes,Yes,microSD,3G,Micro-SIM,GSM,32.0
4254,Celkon,1,8.0,,,,,1,,,2016.0,5.0,Android,8.0,Yes,Yes,2200.0,1024.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,Yes,Yes,LED,,139.5,71.5,8.7,9999.0,140.0,No,Yes,Yes,microSD,4G,Regular,GSM,32.0
4255,Honor,2,16.0,2.0,,,,1,16.0,,2018.0,6.3,Android,64.0,Yes,Yes,3750.0,4096.0,Yes,Touchscreen,octa-core,Yes,1080.0,Yes,Yes,Yes,Yes,LED,HiSilicon Kirin,157.91,74.27,7.48,16999.0,176.0,Yes,,Yes,microSD,4G,Nano-SIM,GSM,256.0
4256,Samsung,1,8.0,,,,,1,5.0,,2015.0,5.0,Android,16.0,Yes,Yes,2400.0,1536.0,Yes,Touchscreen,quad-core,Yes,720.0,Yes,Yes,No,Yes,LED,,141.6,70.2,7.3,9490.0,140.0,No,Yes,No,microSD,3G,,GSM,64.0
